9482 4156  14 8.571428571428571
496718 76957  31 5.703703703703703
778169 102095  38 5.703703703703703
437700 41675  52 5.703557312252965
927 714  47 5.703517587939698
673165 65234  58 5.703488372093023
54380 327  -1 5.703488372093023
582325 41794  41 5.703488372093023
723140 32754  -1 5.703488372093023
837530 65234  58 5.703448275862069
168246 31865  42 5.703389830508475
206295 35274  26 5.7032967032967035
634883 67697  49 5.7032967032967035
12468 1280  98 5.7032967032967035
327823 48337  -1 5.7032967032967035
598075 83817  62 5.703225806451613
577455 56167  62 5.703225806451613
764057 86447  95 5.703196347031963
163692 1717  56 5.703180212014134
340166 47484  -1 5.703180212014134
771686 12243  47 5.703157894736842
559278 13207  41 5.703125
355989 22975  42 5.703125
856636 65234  58 5.703125
306893 48717  -1 5.703056768558952
318177 37625  -1 5.703056768558952
762975 82707  -1 5.703007518796992
360421 18349  47 5.702970297029703
867104 108584  -1 5.702970297029703
673141 42135  60 5.702898550724638
442940 66384  75 5.702830188679245
274858 41675  52 5.702830188679245
391710 31399  -1 5.702830188679245
430403 36999  -1 5.7027972027972025
379685 2350  81 (passed away January, 2011) 5.7027863777089784
253351 47256  59 5.7027863777089784
247245 34058  44 5.702702702702703
579788 75192  37 5.702702702702703
818818 48227  49 5.702564102564103
945924 117534  97 5.702564102564103
698889 76843  -1 5.7025316455696204
161470 32754  -1 5.702325581395349
415191 36808  -1 5.702325581395349
675258 88352  -1 5.702222222222222
103673 17185  61 5.702205882352941
207896 34459  -1 5.702127659574468
532921 73250  -1 5.702127659574468
476288 53572  47 5.702127659574468
560361 74015  47 5.702127659574468
137154 25143  -1 5.702127659574468
809783 57460  103 5.702127659574468
298895 40484  -1 5.7020547945205475
202491 39483  45 5.702040816326531
504867 57628  29 5.701986754966887
930547 123833  -1 5.701986754966887
828442 43463  -1 5.701960784313726
181005 23456  -1 5.701923076923077
785455 82104  55 5.701754385964913
883461 45631  55 5.701754385964913
405772 28532  44 5.701754385964913
942840 111541  -1 5.701754385964913
426651 1717  56 5.701657458563536
803498 105113  -1 5.701612903225806
935541 125389  -1 5.701612903225806
472539 73505  45 5.701612903225806
739848 30982  -1 5.701570680628272
432111 59215  -1 5.701492537313433
575410 61222  67 5.701492537313433
558968 79604  62 5.701492537313433
825001 55005  -1 5.701492537313433
496039 70000  28 5.701421800947867
411904 43437  38 5.701421800947867
372188 6912  38 5.701421800947867
23040 255  -1 5.701421800947867
726086 62249  -1 5.701388888888889
510771 55642  41 5.701357466063349
702218 92643  28 5.701357466063349
489998 37779  28 5.701298701298701
146221 33081  39 5.70125786163522
285022 47415  59 5.7012448132780085
828292 98005  -1 5.701219512195122
728366 91614  24 5.701219512195122
3257 255  -1 5.701219512195122
10533 1041  48 5.7011494252873565
851118 27133  -1 5.7011494252873565
349606 20075  -1 5.701086956521739
67479 5391  43 5.701067615658363
361330 53964  60 5.701030927835052
382804 55642  41 5.700980392156863
253341 24111  56 5.700980392156863
52606 10437  72 5.700980392156863
26407 3669  50 5.700854700854701
607126 62357  -1 5.700854700854701
226814 37005  -1 5.700819672131147
706312 67343  67 5.700787401574803
950549 61222  67 5.700729927007299
271383 8367  -1 5.700680272108843
777523 61234  -1 5.7006369426751595
745119 73942  -1 5.7006369426751595
474889 46288  42 5.700598802395209
771624 35804  -1 5.700598802395209
588719 7515  35 5.700564971751413
587082 66384  75 5.7005347593582885
623860 54778  -1 5.700507614213198
267049 37544  42 5.700483091787439
340816 38496  53 5.700404858299595
463711 56167  62 5.700404858299595
475093 68947  -1 5.7
466213 67697  49 5.7
944422 18505  -1 5.7
601004 66967  47 5.7
328179 35161  -1 5.7
371523 32355  31 5.7
677954 25728  -1 5.7
390582 39287  42 5.7
706367 45755  37 5.7
773166 70514  -1 5.7
545758 29156  56 5.7
392451 55738  43 5.7
444047 31443  63 5.7
576104 82088  34 5.7
534894 62671  48 5.7
718679 70661  -1 5.7
752800 56254  -1 5.7
203797 39339  41 5.699619771863118
415956 28532  44 5.699604743083004
668382 40973  8 5.6995708154506435
702111 44877  -1 5.699551569506727
556873 67067  36 5.699551569506727
556257 75328  26 5.699551569506727
17556 368  40 5.699530516431925
623241 74979  -1 5.699507389162561
713433 40386  -1 5.699453551912568
733804 61234  -1 5.699453551912568
776205 67697  49 5.699453551912568
486804 18450  -1 5.699453551912568
801703 88136  25 5.699421965317919
466353 70661  -1 5.699386503067485
722309 65234  58 5.699386503067485
693020 61222  67 5.699346405228758
46054 1024  -1 5.699300699300699
19761 6008  -1 5.699300699300699
511335 61651  -1 5.699300699300699
721665 64670  49 5.6992481203007515
704597 16241  -1 5.699186991869919
882221 20662  -1 5.699186991869919
24854 6019  72 5.699186991869919
917333 120058  -1 5.699186991869919
575343 61651  -1 5.699029126213592
12278 1280  98 5.699029126213592
353397 13084  -1 5.698979591836735
74527 6624  80 5.698924731182796
540152 76941  33 5.698924731182796
457891 66201  -1 5.698863636363637
740260 61234  -1 5.698795180722891
624998 37444  66 5.698795180722891
813132 103142  51 5.698795180722891
816777 98647  -1 5.698795180722891
570380 32754  -1 5.698717948717949
832489 86447  95 5.698630136986301
947588 48080  39 5.698630136986301
571841 70661  -1 5.698564593301436
63866 811  -1 5.698529411764706
818364 91614  24 5.698529411764706
22696 6912  38 5.698412698412699
785585 87751  -1 5.698324022346369
719660 56679  80 5.698324022346369
476330 31443  63 5.698324022346369
716354 94265  31 5.6982248520710055
669081 15266  48 5.6982248520710055
57873 16188  65 5.6982248520710055
175486 16241  -1 5.698181818181818
251943 44751  42 5.698181818181818
31554 3015  -1 5.69811320754717
720145 56275  -1 5.69811320754717
600107 64929  53 5.69811320754717
38989 811  -1 5.69811320754717
849882 113774  27 5.69811320754717
873548 28532  44 5.697986577181208
44790 9146  -1 5.697986577181208
832537 67697  49 5.697986577181208
206487 17103  -1 5.697916666666667
86628 20395  36 5.697916666666667
192905 8377  35 5.697916666666667
288868 32966  41 5.697872340425532
42817 2634  -1 5.697872340425532
839532 93934  73 5.697872340425532
828860 52992  40 5.697841726618705
286283 43437  38 5.697802197802198
132165 16126  51 5.6976744186046515
295623 29026  -1 5.6976744186046515
236049 25464  48 5.6976744186046515
823038 7515  35 5.697560975609756
446374 66106  59 5.697560975609756
301272 1041  48 5.697560975609756
483686 65035  -1 5.697530864197531
499855 34373  -1 5.697530864197531
494223 67697  49 5.697530864197531
898055 116640  38 5.697478991596639
802941 11078  68 5.697478991596639
600556 75328  26 5.697478991596639
451747 6498  60 5.697478991596639
539518 66201  -1 5.697435897435898
189175 32196  34 5.697368421052632
743325 60698  -1 5.697368421052632
721101 36001  56 5.697368421052632
946069 70375  39 5.697297297297298
852666 33361  55 5.697297297297298
765592 36808  -1 5.697247706422019
476951 67258  54 5.6971428571428575
440504 48228  62 (passed away March 9th, 2013) 5.697115384615385
199247 6130  -1 5.6970954356846475
733572 56254  -1 5.696969696969697
883159 110090  52 5.696969696969697
946426 114565  38 5.696969696969697
494445 53964  60 5.696969696969697
582531 47096  40 5.696969696969697
275399 37851  -1 5.6968973747016705
418964 43565  60 5.6968325791855206
834253 43437  38 5.6968325791855206
588070 36403  40 5.696808510638298
735435 60910  49 5.69672131147541
636984 28532  44 5.69672131147541
319737 43565  60 5.69672131147541
449858 37961  51 5.696666666666666
881338 91342  69 5.696629213483146
388826 57886  -1 5.696629213483146
463752 61368  36 5.696629213483146
309214 41802  37 5.696581196581197
118720 22046  74 5.696517412935323
651169 86447  95 5.696428571428571
424329 55782  -1 5.696428571428571
693688 69192  32 5.696335078534031
309771 31230  -1 5.696335078534031
330530 12448  54 5.696335078534031
412386 34082  48 5.696335078534031
856763 65083  -1 5.696296296296296
721487 43565  60 5.696296296296296
794332 83858  31 5.696296296296296
166778 33924  47 5.696261682242991
816679 52549  -1 5.69620253164557
698850 28532  44 5.69620253164557
490738 51269  63 5.69620253164557
249584 16780  -1 5.696078431372549
650633 80912  -1 5.696078431372549
192480 1717  56 5.6960352422907485
774895 75192  37 5.696
544734 34114  55 5.696
900648 60614  -1 5.696
555678 61222  67 5.696
263999 28141  34 5.695970695970696
933048 61234  -1 5.695945945945946
695694 18552  61 5.695945945945946
161302 6498  60 5.695945945945946
667650 36762  -1 5.695945945945946
178652 3669  50 5.695924764890282
504399 55642  41 5.695906432748538
730321 27133  -1 5.695906432748538
686784 66106  59 5.695906432748538
237482 27133  -1 5.695876288659794
484982 35786  45 5.695876288659794
604441 85108  -1 5.695876288659794
701587 94665  -1 5.695852534562212
782308 87808  97 5.695652173913044
930493 90952  33 5.695652173913044
638632 17296  42 5.695652173913044
846132 70265  -1 5.695652173913044
523421 52549  -1 5.695652173913044
34355 811  -1 5.695652173913044
782421 71244  52 5.695652173913044
790493 97814  -1 5.695652173913044
134355 23141  -1 5.695652173913044
272158 41675  52 5.695454545454545
678591 66384  75 5.695364238410596
693541 86447  95 5.695364238410596
458574 40797  -1 5.695364238410596
275849 22046  74 5.695150115473441
166699 7992  51 5.695121951219512
233832 33542  38 5.695081967213115
685748 86447  95 5.695081967213115
840245 14476  -1 5.695035460992908
7208 2752  87 5.694980694980695
4801 875  -1 5.694980694980695
735711 69668  46 5.694915254237288
25470 6912  38 5.694915254237288
809756 53690  37 5.694805194805195
873007 14476  -1 5.694805194805195
447686 35645  41 5.694767441860465
81919 11951  -1 5.6947368421052635
403581 35545  -1 5.6947368421052635
97350 22975  42 5.6947368421052635
239236 35545  -1 5.6947368421052635
106244 20662  -1 5.6946902654867255
612953 69407  -1 5.6946902654867255
817871 91730  -1 5.694656488549619
560690 35804  -1 5.694656488549619
156393 18450  -1 5.6946107784431135
607441 31399  -1 5.6946107784431135
841547 12583  33 5.694581280788177
31961 1570  -1 5.694560669456067
771215 74979  -1 5.694560669456067
95643 23680  61 5.694545454545454
851990 86447  95 5.694444444444445
139981 18349  47 5.694444444444445
145281 18765  35 5.694444444444445
677970 36999  -1 5.694444444444445
566820 73564  40 5.694444444444445
904793 52549  -1 5.694444444444445
433480 11951  -1 5.694444444444445
412136 61971  36 5.694444444444445
704029 71244  52 5.694267515923567
413940 3735  62 5.694214876033058
905373 61234  -1 5.694117647058824
813260 14476  -1 5.694117647058824
442851 16793  45 5.69406392694064
4550 2217  -1 5.6940298507462686
564641 69388  -1 5.6940298507462686
938301 97225  68 5.6940298507462686
228896 37444  66 5.6940298507462686
380916 37252  55 5.694006309148265
337270 53572  47 5.693989071038251
539983 20330  44 5.693989071038251
921260 114285  -1 5.693989071038251
532065 18485  54 5.6938775510204085
805198 94265  31 5.6938775510204085
728562 41211  34 5.6938775510204085
668762 64929  53 5.6938775510204085
941582 37252  55 5.6938775510204085
671480 52130  28 5.69375
718552 88498  60 5.693548387096774
891740 2134  59 5.693548387096774
497917 66106  59 5.693486590038314
504780 65234  58 5.693467336683417
52811 10887  53 5.693467336683417
806854 98647  -1 5.693430656934306
517708 40386  -1 5.693396226415095
675395 89815  31 5.693333333333333
932345 67697  49 5.693333333333333
407499 64929  53 5.69327731092437
277095 47486  -1 5.693208430913349
290542 1041  48 5.693181818181818
388329 41521  48 5.693121693121693
871369 73250  -1 5.693069306930693
237247 42403  26 5.693023255813953
840025 111167  48 5.693023255813953
600130 43437  38 5.692982456140351
932544 121949  42 5.692913385826771
29496 1368  41 5.692913385826771
530895 60698  -1 5.692857142857143
33369 10023  34 5.692857142857143
743602 1024  -1 5.69281045751634
671366 18349  47 5.69281045751634
488515 43437  38 5.69281045751634
686697 47274  24 5.692737430167598
337223 54731  38 5.692737430167598
740255 59029  50 5.692708333333333
478553 14614  -1 5.692708333333333
662063 28532  44 5.692708333333333
468614 53690  37 5.692682926829268
510135 64853  26 5.692660550458716
900177 61234  -1 5.6923076923076925
566851 66384  75 5.6923076923076925
81181 7743  -1 5.6923076923076925
391683 30982  -1 5.6923076923076925
416493 14620  45 5.6923076923076925
133674 18552  61 5.6923076923076925
810398 60173  39 5.6923076923076925
370516 32754  -1 5.6923076923076925
341720 5112  64 5.6923076923076925
706336 80154  38 5.6923076923076925
627682 63152  36 5.6923076923076925
400879 5286  36 5.6923076923076925
769289 63633  37 5.6923076923076925
836899 20330  44 5.6923076923076925
772310 6519  54 5.691991786447638
778389 34082  48 5.691943127962086
696634 26733  -1 5.691891891891892
866904 67697  49 5.691891891891892
436416 55642  41 5.691891891891892
945556 70661  -1 5.691860465116279
809702 69604  34 5.691780821917808
29665 2350  81 (passed away January, 2011) 5.69172932330827
317799 7322  49 5.69172932330827
437986 61222  67 5.691699604743083
903887 117831  36 5.691666666666666
93605 18552  61 5.691588785046729
440048 12231  65 5.691542288557214
729101 96915  41 5.691542288557214
298563 52549  -1 5.691525423728813
802124 93777  31 5.691358024691358
943198 65319  -1 5.691358024691358
188839 36231  44 5.691318327974277
36809 1368  41 5.691275167785235
917348 16793  45 5.691275167785235
836197 110090  52 5.691275167785235
140791 30505  37 5.6911764705882355
583177 23098  -1 5.6911764705882355
394073 56797  37 5.6911764705882355
11448 5473  -1 5.6911764705882355
573812 67697  49 5.69109947643979
144423 6498  60 5.691056910569106
591548 16241  -1 5.691011235955056
86083 6624  80 5.690972222222222
512772 62671  48 5.690972222222222
174687 6532  -1 5.6909090909090905
653667 64929  53 5.6909090909090905
622315 70514  -1 5.6909090909090905
770989 86974  53 5.6909090909090905
223980 12583  33 5.690839694656488
5558 2867  30 5.690839694656488
667079 36192  31 5.690821256038648
369862 29451  35 5.690763052208835
771563 100831  -1 5.690763052208835
847752 63633  37 5.690763052208835
317814 40912  41 5.690647482014389
18744 714  47 5.690647482014389
479311 25728  -1 5.69060773480663
561524 66384  75 5.690476190476191
204619 31443  63 5.690476190476191
724480 91614  24 5.690476190476191
898276 75454  43 5.690476190476191
257675 37961  51 5.690391459074733
310348 31443  63 5.690355329949239
287825 35161  -1 5.690355329949239
550863 44765  33 5.690217391304348
180356 37444  66 5.690140845070423
578047 14837  -1 5.690140845070423
927054 94402  -1 5.690058479532164
804390 106349  48 5.690058479532164
528166 61222  67 5.690058479532164
125375 27839  43 5.6900369003690034
359157 31534  59 5.689956331877729
661187 2563  39 5.689895470383275
577492 67343  67 5.689873417721519
702074 86447  95 5.689839572192513
780536 90624  43 5.689839572192513
501465 52467  39 5.689839572192513
35097 7706  38 5.689814814814815
77056 20662  -1 5.689655172413793
627639 70661  -1 5.689655172413793
832370 69368  51 5.689655172413793
2176 1519  44 5.689655172413793
606772 61222  67 5.689655172413793
903722 55005  -1 5.689655172413793
800749 100831  -1 5.689655172413793
634298 58728  38 5.689655172413793
855958 43774  51 5.689655172413793
947086 45631  55 5.689655172413793
353360 56797  37 5.6895522388059705
24767 9363  44 5.689530685920578
375748 35274  26 5.689516129032258
490555 52992  40 5.689473684210526
708696 66384  75 5.689473684210526
475096 27901  60 5.6894409937888195
761613 29748  49 5.6894409937888195
452638 51385  49 5.6893939393939394
